figure,sweep_type,sweep_value,util_level,taskset_id,seed,num_tasks,cf,cp,actual_total_util_lo,actual_total_util_hi,deadline_mode,method,method_label,priority_policy,schedulable,details
fig1,util,0.375,0.375,83,1402109,20,2.0,0.5,0.37562739523351524,0.199979277738575,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,83,1402109,20,2.0,0.5,0.37562739523351524,0.199979277738575,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,83,1402109,20,2.0,0.5,0.37562739523351524,0.199979277738575,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.375,0.375,84,1402110,20,2.0,0.5,0.37583106144094386,0.33389155174705987,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,84,1402110,20,2.0,0.5,0.37583106144094386,0.33389155174705987,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,84,1402110,20,2.0,0.5,0.37583106144094386,0.33389155174705987,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,84,1402110,20,2.0,0.5,0.37583106144094386,0.33389155174705987,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,84,1402110,20,2.0,0.5,0.37583106144094386,0.33389155174705987,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,84,1402110,20,2.0,0.5,0.37583106144094386,0.33389155174705987,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_3 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,85,1402111,20,2.0,0.5,0.3750088764692731,0.3419170111262655,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,85,1402111,20,2.0,0.5,0.3750088764692731,0.3419170111262655,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,85,1402111,20,2.0,0.5,0.3750088764692731,0.3419170111262655,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,85,1402111,20,2.0,0.5,0.3750088764692731,0.3419170111262655,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,85,1402111,20,2.0,0.5,0.3750088764692731,0.3419170111262655,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,85,1402111,20,2.0,0.5,0.3750088764692731,0.3419170111262655,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,86,1402112,20,2.0,0.5,0.37497990173194073,0.41607706990662,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,86,1402112,20,2.0,0.5,0.37497990173194073,0.41607706990662,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,86,1402112,20,2.0,0.5,0.37497990173194073,0.41607706990662,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,86,1402112,20,2.0,0.5,0.37497990173194073,0.41607706990662,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,86,1402112,20,2.0,0.5,0.37497990173194073,0.41607706990662,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,86,1402112,20,2.0,0.5,0.37497990173194073,0.41607706990662,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_10 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,87,1402113,20,2.0,0.5,0.37550705960478736,0.6376079414523828,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,87,1402113,20,2.0,0.5,0.37550705960478736,0.6376079414523828,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,87,1402113,20,2.0,0.5,0.37550705960478736,0.6376079414523828,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,87,1402113,20,2.0,0.5,0.37550705960478736,0.6376079414523828,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,87,1402113,20,2.0,0.5,0.37550705960478736,0.6376079414523828,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,87,1402113,20,2.0,0.5,0.37550705960478736,0.6376079414523828,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_17 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,88,1402114,20,2.0,0.5,0.37495231353770997,0.5028543368267675,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,88,1402114,20,2.0,0.5,0.37495231353770997,0.5028543368267675,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,88,1402114,20,2.0,0.5,0.37495231353770997,0.5028543368267675,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,88,1402114,20,2.0,0.5,0.37495231353770997,0.5028543368267675,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,88,1402114,20,2.0,0.5,0.37495231353770997,0.5028543368267675,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,88,1402114,20,2.0,0.5,0.37495231353770997,0.5028543368267675,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,89,1402115,20,2.0,0.5,0.376164633413558,0.3060681383306535,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,89,1402115,20,2.0,0.5,0.376164633413558,0.3060681383306535,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,89,1402115,20,2.0,0.5,0.376164633413558,0.3060681383306535,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,89,1402115,20,2.0,0.5,0.376164633413558,0.3060681383306535,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,89,1402115,20,2.0,0.5,0.376164633413558,0.3060681383306535,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,89,1402115,20,2.0,0.5,0.376164633413558,0.3060681383306535,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_3 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,90,1402116,20,2.0,0.5,0.3746285072412279,0.32291971185403967,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,90,1402116,20,2.0,0.5,0.3746285072412279,0.32291971185403967,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,90,1402116,20,2.0,0.5,0.3746285072412279,0.32291971185403967,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,90,1402116,20,2.0,0.5,0.3746285072412279,0.32291971185403967,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,90,1402116,20,2.0,0.5,0.3746285072412279,0.32291971185403967,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,90,1402116,20,2.0,0.5,0.3746285072412279,0.32291971185403967,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,91,1402117,20,2.0,0.5,0.37586726452510416,0.34588911965654395,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,91,1402117,20,2.0,0.5,0.37586726452510416,0.34588911965654395,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,91,1402117,20,2.0,0.5,0.37586726452510416,0.34588911965654395,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,91,1402117,20,2.0,0.5,0.37586726452510416,0.34588911965654395,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,91,1402117,20,2.0,0.5,0.37586726452510416,0.34588911965654395,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,91,1402117,20,2.0,0.5,0.37586726452510416,0.34588911965654395,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_13 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,92,1402118,20,2.0,0.5,0.374381151310401,0.5072615206003651,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,92,1402118,20,2.0,0.5,0.374381151310401,0.5072615206003651,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,92,1402118,20,2.0,0.5,0.374381151310401,0.5072615206003651,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,92,1402118,20,2.0,0.5,0.374381151310401,0.5072615206003651,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,92,1402118,20,2.0,0.5,0.374381151310401,0.5072615206003651,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,92,1402118,20,2.0,0.5,0.374381151310401,0.5072615206003651,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_19 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,93,1402119,20,2.0,0.5,0.37512808771384776,0.17952125467038657,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,93,1402119,20,2.0,0.5,0.37512808771384776,0.17952125467038657,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,93,1402119,20,2.0,0.5,0.37512808771384776,0.17952125467038657,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,93,1402119,20,2.0,0.5,0.37512808771384776,0.17952125467038657,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,93,1402119,20,2.0,0.5,0.37512808771384776,0.17952125467038657,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,93,1402119,20,2.0,0.5,0.37512808771384776,0.17952125467038657,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_15 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,94,1402120,20,2.0,0.5,0.3756427238605474,0.22437038027617418,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,94,1402120,20,2.0,0.5,0.3756427238605474,0.22437038027617418,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,94,1402120,20,2.0,0.5,0.3756427238605474,0.22437038027617418,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,94,1402120,20,2.0,0.5,0.3756427238605474,0.22437038027617418,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,94,1402120,20,2.0,0.5,0.3756427238605474,0.22437038027617418,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,94,1402120,20,2.0,0.5,0.3756427238605474,0.22437038027617418,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,95,1402121,20,2.0,0.5,0.37460718778764696,0.17726368101919118,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,95,1402121,20,2.0,0.5,0.37460718778764696,0.17726368101919118,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,95,1402121,20,2.0,0.5,0.37460718778764696,0.17726368101919118,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,95,1402121,20,2.0,0.5,0.37460718778764696,0.17726368101919118,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,95,1402121,20,2.0,0.5,0.37460718778764696,0.17726368101919118,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,95,1402121,20,2.0,0.5,0.37460718778764696,0.17726368101919118,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_1 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,96,1402122,20,2.0,0.5,0.37480961083447933,0.4184685609982307,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,96,1402122,20,2.0,0.5,0.37480961083447933,0.4184685609982307,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,96,1402122,20,2.0,0.5,0.37480961083447933,0.4184685609982307,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,96,1402122,20,2.0,0.5,0.37480961083447933,0.4184685609982307,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,96,1402122,20,2.0,0.5,0.37480961083447933,0.4184685609982307,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,96,1402122,20,2.0,0.5,0.37480961083447933,0.4184685609982307,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_5 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,97,1402123,20,2.0,0.5,0.3751110978702584,0.69358998496593,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,97,1402123,20,2.0,0.5,0.3751110978702584,0.69358998496593,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,97,1402123,20,2.0,0.5,0.3751110978702584,0.69358998496593,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,97,1402123,20,2.0,0.5,0.3751110978702584,0.69358998496593,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,97,1402123,20,2.0,0.5,0.3751110978702584,0.69358998496593,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,97,1402123,20,2.0,0.5,0.3751110978702584,0.69358998496593,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_15 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,98,1402124,20,2.0,0.5,0.3751736019271001,0.2759325622418017,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,98,1402124,20,2.0,0.5,0.3751736019271001,0.2759325622418017,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,98,1402124,20,2.0,0.5,0.3751736019271001,0.2759325622418017,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,98,1402124,20,2.0,0.5,0.3751736019271001,0.2759325622418017,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,98,1402124,20,2.0,0.5,0.3751736019271001,0.2759325622418017,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,98,1402124,20,2.0,0.5,0.3751736019271001,0.2759325622418017,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.375,0.375,99,1402125,20,2.0,0.5,0.3746077132928559,0.38351413385941246,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,99,1402125,20,2.0,0.5,0.3746077132928559,0.38351413385941246,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,99,1402125,20,2.0,0.5,0.3746077132928559,0.38351413385941246,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,99,1402125,20,2.0,0.5,0.3746077132928559,0.38351413385941246,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,99,1402125,20,2.0,0.5,0.3746077132928559,0.38351413385941246,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,99,1402125,20,2.0,0.5,0.3746077132928559,0.38351413385941246,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_11 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,100,1402126,20,2.0,0.5,0.37440702585450464,0.5698804932189085,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,100,1402126,20,2.0,0.5,0.37440702585450464,0.5698804932189085,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,100,1402126,20,2.0,0.5,0.37440702585450464,0.5698804932189085,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,100,1402126,20,2.0,0.5,0.37440702585450464,0.5698804932189085,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,100,1402126,20,2.0,0.5,0.37440702585450464,0.5698804932189085,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,100,1402126,20,2.0,0.5,0.37440702585450464,0.5698804932189085,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,101,1402127,20,2.0,0.5,0.3756743609418046,0.33701366078512435,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,101,1402127,20,2.0,0.5,0.3756743609418046,0.33701366078512435,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,101,1402127,20,2.0,0.5,0.3756743609418046,0.33701366078512435,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,101,1402127,20,2.0,0.5,0.3756743609418046,0.33701366078512435,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,101,1402127,20,2.0,0.5,0.3756743609418046,0.33701366078512435,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,101,1402127,20,2.0,0.5,0.3756743609418046,0.33701366078512435,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
